City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,vila franca do campo,37.7167,-25.4333,291.42,99,99,5.76,PT,1714760998
292,qamdo,31.1667,97.2333,272.34,47,14,1.34,CN,1714760998
293,conduaga,8.862,117.4893,298.61,87,93,1.31,PH,1714760998
294,at taraf,25.3628,49.725,303.45,28,18,4.38,SA,1714760999
295,tot'ma,59.9747,42.7642,271.11,53,15,2.16,RU,1714760999
296,kargasok,59.0556,80.8572,270.91,62,45,2.68,RU,1714760999
297,nuuk,64.1835,-51.7216,270.49,46,0,10.29,GL,1714760999
298,camaguey,21.3808,-77.9169,304.34,55,75,8.23,CU,1714760999
299,malax,62.9423,21.5731,284.12,50,0,3.6,FI,1714760999
300,cianorte,-23.6633,-52.605,304.94,34,94,3.3,BR,1714760999
301,aasiaat,68.7098,-52.8699,265.96,75,72,1.37,GL,1714761000
302,kaa-khem,51.6833,94.7333,287.82,50,100,2.24,RU,1714761000
303,kailua-kona,19.6406,-155.9956,298.3,78,0,0.0,US,1714760916
304,vadso,70.0744,29.7487,274.64,80,75,5.14,NO,1714761000
305,saldanha,-33.0117,17.9442,290.18,88,55,1.72,ZA,1714761000
306,quelimane,-17.8786,36.8883,299.12,83,20,3.21,MZ,1714761000
307,manaure,11.7751,-72.4445,302.62,72,100,6.23,CO,1714761000
308,san andres,12.5847,-81.7006,304.16,62,20,3.6,CO,1714761001
309,weligama,5.9667,80.4167,301.32,85,2,1.7,LK,1714761001
310,cabedelo,-6.9811,-34.8339,304.52,73,82,5.7,BR,1714760741
311,severo-yeniseyskiy,60.3725,93.0408,266.25,97,92,1.79,RU,1714761001
312,tolanaro,-25.0319,46.9987,295.19,83,40,6.17,MG,1714761001
313,kalmunai,7.4167,81.8167,301.78,85,64,5.68,LK,1714761001
314,chipiona,36.7366,-6.437,295.25,55,0,5.66,ES,1714761001
315,amungan,15.3652,119.9582,301.0,66,14,1.87,PH,1714761002
316,soio,-6.1349,12.3689,300.11,90,100,4.18,AO,1714761002
317,coahuayana de hidalgo,18.7,-103.6583,306.02,40,3,4.05,MX,1714761002
318,polyarnyy,69.1989,33.4478,270.51,84,99,0.95,RU,1714761002
319,nkhotakota,-12.9274,34.2961,296.67,63,10,5.55,MW,1714761003
320,kindu,-2.95,25.95,295.52,94,100,0.97,CD,1714761003
321,zayed city,24.3768,54.589,302.59,69,0,3.6,AE,1714761003
322,west island,-12.1568,96.8225,301.14,89,40,5.14,CC,1714761003
323,kralendijk,12.15,-68.2667,304.14,74,75,6.17,BQ,1714761003
324,ratlam,23.3167,75.0667,304.49,10,87,1.8,IN,1714761004
325,al fuwayliq,26.4432,43.2534,299.1,17,0,8.35,SA,1714761004
326,vernon,50.2581,-119.2691,291.35,54,6,1.03,CA,1714760749
327,saint-louis,16.3333,-15.0,314.95,12,0,3.88,SN,1714761004
328,kone,-21.0595,164.8658,291.27,82,0,2.13,NC,1714761004
329,fada n'gourma,12.0622,0.3578,311.59,22,31,3.28,BF,1714761004
330,kawalu,-7.3817,108.2082,296.42,99,100,0.82,ID,1714761004
331,la ronge,55.1001,-105.2842,278.29,60,100,1.03,CA,1714761005
332,caleta de carquin,-11.0925,-77.6267,295.21,79,44,4.16,PE,1714761005
333,shevchenko,48.5,35.0,286.32,46,0,5.68,UA,1714761005
334,zakynthos,37.7914,20.8953,289.77,63,20,2.57,GR,1714761005
335,quellon,-43.1167,-73.6167,283.56,83,100,3.74,CL,1714761005
336,luderitz,-26.6481,15.1594,290.03,85,0,3.91,NA,1714761005
337,kerema,-7.9631,145.7785,298.4,83,89,1.39,PG,1714761005
338,umba,66.6871,34.3429,273.21,99,100,1.66,RU,1714761006
339,dunedin,-45.8742,170.5036,281.93,82,77,4.02,NZ,1714760722
340,maych'ew,12.7875,39.5422,289.37,90,15,1.99,ET,1714761006
341,gebeit,21.0667,36.3167,298.89,22,0,6.09,SD,1714761006
342,kiruna,67.8557,20.2251,278.66,70,0,2.06,SE,1714761006
343,hami,42.8,93.45,291.86,12,61,3.2,CN,1714761006
344,olinda,-8.0089,-34.8553,303.0,74,40,4.12,BR,1714760827
345,majene,-3.5403,118.9707,297.72,90,100,0.48,ID,1714761007
346,bengkulu,-3.8004,102.2655,298.49,94,100,2.69,ID,1714761007
347,suntar,62.1444,117.6319,263.27,100,92,0.48,RU,1714761007
348,xilin hot,43.9667,116.0333,289.29,30,100,7.48,CN,1714761007
349,amursk,50.2261,136.8994,276.47,87,100,1.96,RU,1714761007
350,port lincoln,-34.7333,135.8667,286.68,77,2,3.26,AU,1714761008
351,sandnessjoen,66.0217,12.6316,286.44,76,40,6.69,NO,1714761008
352,fada,9.5667,8.3,297.23,81,100,2.07,NG,1714761008
353,prince rupert,54.3161,-130.3201,287.2,62,0,2.57,CA,1714761008
354,labuan,5.2767,115.2417,300.35,89,20,0.0,MY,1714761008
355,trabzon,40.9167,39.8333,284.2,94,75,0.0,TR,1714761009
356,malpe,13.35,74.7167,302.76,72,100,1.28,IN,1714761009
357,kavieng,-2.5744,150.7967,301.15,81,89,2.85,PG,1714761009
358,balpyk bi,44.8947,78.2083,288.3,41,100,2.16,KZ,1714761009
359,koundara,12.4833,-13.3,311.33,18,0,1.44,GN,1714761009
360,la passe,45.5549,-0.8967,286.28,82,100,4.89,FR,1714761010
361,joaima,-16.6542,-41.0306,305.12,38,0,3.07,BR,1714761010
362,veraval,20.9,70.3667,299.87,85,6,5.75,IN,1714761010
363,pangai,-19.8,-174.35,299.21,94,40,2.57,TO,1714761010
364,pallasovka,50.05,46.8833,277.21,37,1,7.19,RU,1714761010
365,sabana de torres,7.3915,-73.4957,306.49,66,41,1.55,CO,1714761010
366,butterworth,5.3991,100.3638,301.51,86,40,3.09,MY,1714761010
367,macapa,0.0389,-51.0664,305.14,66,20,4.12,BR,1714760960
368,cole harbour,44.6724,-63.4751,283.11,72,100,9.26,CA,1714761011
369,prado,-17.3411,-39.2208,300.77,76,14,3.24,BR,1714761011
370,kaduna,10.5222,7.4383,302.18,51,39,3.63,NG,1714761011
371,port saint john's,-31.6229,29.5448,296.05,73,0,4.7,ZA,1714761012
372,oranjemund,-28.55,16.4333,289.75,85,0,1.63,NA,1714761012
373,vila velha,-20.3297,-40.2925,305.35,99,0,5.14,BR,1714761012
374,den burg,53.0542,4.7972,284.8,89,100,9.26,NL,1714761012
375,hornell,42.3279,-77.6611,300.01,45,100,3.48,US,1714761013
376,peace river,56.2501,-117.286,287.32,30,20,1.54,CA,1714760950
377,mersing,2.4312,103.8405,298.1,94,20,3.09,MY,1714761013
378,anadyr,64.75,177.4833,266.43,73,0,9.0,RU,1714761013
379,gulf shores,30.246,-87.7008,303.36,78,20,4.63,US,1714760950
380,shipunovo,52.1582,82.2173,280.92,88,99,3.73,RU,1714761013
381,mili,6.0815,171.735,301.22,83,97,8.49,MH,1714761013
382,island harbour,50.724,-1.2758,287.16,76,100,2.68,GB,1714761013
383,coquimbo,-29.9533,-71.3436,288.0,62,0,5.14,CL,1714760959
384,jezowe,50.3749,22.1275,294.64,67,100,2.3,PL,1714761014
385,matoury,4.8483,-52.3317,300.13,94,100,2.57,GF,1714761014
386,tangier,35.7806,-5.8137,292.79,56,0,2.06,MA,1714760909
387,nyrob,60.733,56.7202,268.87,69,5,3.35,RU,1714761014
388,kapuskasing,49.4169,-82.4331,285.2,94,100,5.14,CA,1714761014
389,tobelo,1.7284,128.0095,300.16,84,100,2.52,ID,1714761015
390,moapa valley,36.5805,-114.4703,302.34,10,0,2.37,US,1714760719
391,mashhad,36.297,59.6062,289.23,88,40,0.0,IR,1714761015
392,woodstock,43.1334,-80.7497,289.01,83,98,0.45,CA,1714760791
393,shangrao,28.4532,117.9686,291.69,99,100,2.01,CN,1714761015
394,nar'yan-mar,67.6713,53.087,267.1,92,100,2.24,RU,1714761015
395,punaauia,-17.6333,-149.6,300.95,74,0,2.57,PF,1714761015
396,kill devil hills,36.0307,-75.676,297.16,71,0,4.12,US,1714760802
397,kurumkan,54.3,110.3,278.78,65,2,1.79,RU,1714761016
398,tralee,52.2704,-9.7026,283.1,91,100,1.39,IE,1714761016
399,anar darah,32.7587,61.654,293.01,69,51,1.59,AF,1714761016
400,broken hill,-31.95,141.4333,282.42,99,26,4.43,AU,1714761016
401,paea,-17.6833,-149.5833,300.99,74,0,2.57,PF,1714761016
402,saipan,15.1355,145.701,299.54,83,0,3.09,MP,1714761016
403,fort bragg,35.139,-79.006,304.51,42,40,4.12,US,1714761016
404,lamu,-2.2717,40.902,301.11,82,99,6.83,KE,1714761017
405,praia da vitoria,38.7333,-27.0667,292.29,88,75,6.77,PT,1714761017
406,sisimiut,66.9395,-53.6735,268.03,72,98,9.21,GL,1714761017
407,bonthe,7.5264,-12.505,302.06,78,99,4.37,SL,1714761017
408,pacocha,-17.5833,-71.3333,294.23,78,100,6.69,PE,1714761017
409,mejit,10.2753,170.8646,300.59,84,100,8.87,MH,1714761017
410,lepsy,46.235,78.9456,291.21,28,100,1.91,KZ,1714761017
411,singkil,-7.9855,111.4161,297.56,91,44,1.93,ID,1714761017
412,rawson,-43.3002,-65.1023,287.9,33,95,7.22,AR,1714761018
413,port moresby,-9.4431,147.1797,297.83,100,20,1.54,PG,1714760895
414,cabo san lucas,22.8909,-109.9124,301.82,57,0,3.09,MX,1714761018
415,touros,-5.1989,-35.4608,301.33,81,97,5.64,BR,1714760833
416,yamba,-5.9,22.3,296.32,59,9,1.52,CD,1714761018
417,menongue,-14.6585,17.691,290.65,43,11,1.38,AO,1714760960
418,awjilah,29.1081,21.2869,300.28,15,6,4.09,LY,1714761018
419,ouesso,1.6136,16.0517,297.19,78,54,1.4,CG,1714761019
420,mangai,-4.05,19.5333,299.67,55,96,0.74,CD,1714761019
421,daru,-9.0763,143.2092,298.96,94,100,6.88,PG,1714761019
422,punta arenas,-53.15,-70.9167,278.21,93,100,2.06,CL,1714760877
423,xam nua,20.4197,104.0439,291.76,86,2,1.57,LA,1714761019
424,springbok,-29.6643,17.8865,291.23,45,80,2.44,ZA,1714761019
425,al bawiti,28.3492,28.8659,298.59,21,0,3.18,EG,1714761019
426,mitsamiouli,-11.3847,43.2844,301.33,77,100,7.07,KM,1714761020
427,camarinas,43.1311,-9.1817,288.11,96,100,11.52,ES,1714761020
428,aldama,22.9167,-98.0667,305.58,40,0,6.0,MX,1714761020
429,quang ngai,15.1167,108.8,297.77,89,92,2.41,VN,1714761020
430,meadow lake,34.8014,-106.5436,298.12,19,0,3.77,US,1714761020
431,belur,13.1667,75.8667,296.25,77,100,1.97,IN,1714761021
432,callao,-12.0667,-77.15,295.31,78,75,3.09,PE,1714760815
433,pangkalanbuun,-2.6833,111.6167,297.1,100,100,0.8,ID,1714761021
434,cozumel,20.5083,-86.9458,305.19,63,40,4.12,MX,1714760845
435,tlaltenango de sanchez roman,21.7833,-103.3167,305.63,9,5,6.28,MX,1714761021
436,carriere,10.0341,-12.8657,304.67,42,43,2.8,GN,1714761021
437,shimoda,34.6667,138.95,288.21,79,0,3.39,JP,1714761022
438,kununurra,-15.7667,128.7333,296.14,68,63,2.57,AU,1714761022
439,basco,20.4487,121.9702,300.88,79,18,5.47,PH,1714761022
440,east ballina,-28.8667,153.5833,289.15,76,63,0.92,AU,1714761022
441,higuera de zaragoza,25.95,-109.2833,300.11,34,100,5.0,MX,1714761023
442,grand gaube,-20.0064,57.6608,297.37,86,90,3.07,MU,1714761023
443,paka,4.6374,103.4368,300.11,89,59,2.57,MY,1714761023
444,pavilosta,56.8879,21.1859,286.1,74,23,3.95,LV,1714761023
445,paramonga,-10.6667,-77.8333,295.07,79,63,4.27,PE,1714761024
446,nannilam,10.8793,79.6106,303.28,81,100,5.14,IN,1714761024
447,greenland,43.0362,-70.8328,290.64,70,75,4.12,US,1714761024
448,nova vicosa,-17.8919,-39.3719,301.63,72,9,3.66,BR,1714761024
449,dryden,49.7833,-92.7503,281.31,87,100,8.23,CA,1714761025
450,helsa,51.2667,9.6833,284.84,80,100,1.37,DE,1714761025
451,corner brook,48.9667,-57.9484,277.24,96,100,4.46,CA,1714761007
452,isaka,-3.9,32.9333,293.38,73,100,2.65,TZ,1714761025
453,tidjikja,18.5564,-11.4271,307.71,11,0,4.56,MR,1714761025
454,campbell river,50.0163,-125.2446,287.92,58,75,6.17,CA,1714761025
455,sirte,31.2089,16.5887,292.48,73,0,5.27,LY,1714761025
456,salekhard,66.53,66.6019,256.7,91,47,1.34,RU,1714761026
457,guneysu,40.9776,40.6136,285.96,96,100,0.23,TR,1714761026
458,necochea,-38.5473,-58.7368,288.64,31,1,4.26,AR,1714760788
459,howrah,22.5892,88.3103,304.15,84,40,6.17,IN,1714761026
460,taulaga,-11.0553,-171.0883,302.04,81,100,6.14,AS,1714761026
461,puerto gaitan,4.3133,-72.0816,303.95,65,97,1.4,CO,1714760790
462,aswan,24.0934,32.907,304.75,17,0,6.07,EG,1714760865
463,sao joao da barra,-21.6403,-41.0511,309.2,74,0,3.36,BR,1714761027
464,sinabang,2.4803,96.3801,298.81,94,100,3.76,ID,1714761027
465,morehead city,34.7229,-76.726,302.16,71,0,5.14,US,1714760838
466,barra de santo antonio,-9.4047,-35.5072,303.75,67,11,4.01,BR,1714761027
467,pathein,16.7833,94.7333,301.69,77,25,4.05,MM,1714761027
468,drayton valley,53.2168,-114.9854,281.96,64,59,2.74,CA,1714760977
469,castillos,-34.1667,-53.8333,287.45,57,39,2.92,UY,1714761028
470,charleston,32.7766,-79.9309,303.72,64,0,4.12,US,1714760767
471,alice springs,-23.7,133.8833,280.9,76,0,2.57,AU,1714761028
472,mil'kovo,55.6078,37.7956,280.56,44,0,2.97,RU,1714761028
473,bandarbeyla,9.4942,50.8122,301.85,66,100,3.56,SO,1714761028
474,horta,38.5333,-28.6333,290.95,93,75,10.8,PT,1714761028
475,pandaria,22.2333,81.4167,301.8,11,57,2.15,IN,1714761028
476,taoudenni,22.6783,-3.9836,307.05,5,0,2.77,ML,1714761029
477,obock,12.25,43.0833,299.88,68,20,2.32,DJ,1714761029
478,juan de ayolas,-27.4,-56.9,290.72,97,100,2.47,PY,1714760998
479,richmond,37.5538,-77.4603,304.39,57,75,4.12,US,1714760929
480,novyy urgal,51.0736,132.5642,273.9,62,76,1.03,RU,1714761029
481,ikwiriri,-7.9562,38.9716,295.8,96,100,4.39,TZ,1714761029
482,el granada,37.5027,-122.4694,297.38,62,0,4.12,US,1714761029
483,castel di sangro,41.7737,14.1035,283.17,91,78,2.07,IT,1714761030
484,port pirie,-33.1833,138.0167,285.02,52,0,1.96,AU,1714761030
485,tarawa,1.419,172.984,301.2,83,20,2.57,KI,1714761030
486,cannonvale,-20.2833,148.7,294.81,87,95,4.97,AU,1714761030
487,ghadamis,30.1337,9.5007,301.94,10,0,6.8,LY,1714761030
488,tanah merah,5.8,102.15,302.05,99,48,0.43,MY,1714761030
489,sheksna,59.21,38.5107,274.13,48,7,2.4,RU,1714761030
490,mao,39.8885,4.2658,290.46,88,0,2.57,ES,1714761031
491,magadan,59.5667,150.8,269.56,88,49,2.75,RU,1714761031
492,frontera,26.9333,-101.45,305.87,38,0,3.78,MX,1714761031
493,hirara,24.8,125.2833,297.07,94,20,2.06,JP,1714761031
494,ciudad lazaro cardenas,17.9583,-102.2,301.79,55,0,4.44,MX,1714761031
495,libreville,0.3925,9.4537,301.16,89,40,1.54,GA,1714761031
496,iwanai,42.9744,140.5089,278.8,70,12,2.7,JP,1714761031
497,lebu,-37.6167,-73.65,284.12,86,100,9.51,CL,1714761032
498,sabha,27.0377,14.4283,303.15,26,100,4.56,LY,1714761032
499,adis zemen,12.1167,37.7833,296.51,17,100,3.65,ET,1714761032
500,kapa'a,22.0752,-159.319,300.14,78,100,8.23,US,1714760817
501,sabaneta,6.15,-75.6,299.13,63,40,4.63,CO,1714761032
502,praya,14.9215,-23.5087,300.45,54,20,11.83,CV,1714761032
503,olavarria,-36.8927,-60.3225,286.94,45,52,4.63,AR,1714760793
504,lyozna,55.0249,30.7956,280.54,63,25,2.26,BY,1714761032
505,napili-honokowai,20.9708,-156.6705,298.9,91,64,7.59,US,1714761033
506,aioun,16.6614,-9.6149,309.69,12,20,3.91,MR,1714761033
507,arraial do cabo,-22.9661,-42.0278,300.13,83,0,5.66,BR,1714761033
508,alappuzha,9.49,76.3264,302.69,82,72,3.22,IN,1714761033
509,eduardo castex,-35.915,-64.2945,290.73,46,2,6.36,AR,1714761033
510,ushtobe,45.2514,77.9838,290.09,33,100,4.11,KZ,1714761033
511,qianjiang,30.4151,112.8859,287.18,94,100,4.06,CN,1714761033
512,alma,48.5501,-71.6491,289.87,52,100,3.6,CA,1714760894
513,barcelos,41.5388,-8.6151,288.23,94,100,5.35,PT,1714760994
514,sao felix do xingu,-6.6447,-51.995,304.02,62,99,2.41,BR,1714761034
515,kirakira,-10.4544,161.9205,299.59,89,100,3.41,SB,1714761034
516,slyudyanka,51.6594,103.7061,275.34,96,97,1.14,RU,1714761034
517,rockland,41.1668,-74.0496,293.09,61,84,1.34,US,1714761034
518,anna regina,7.2644,-58.5077,302.13,72,100,4.0,GY,1714761034
519,taltal,-25.4,-70.4833,289.78,68,31,2.14,CL,1714761035
520,chibougamau,49.9168,-74.3659,286.94,54,100,5.14,CA,1714761035
521,kurtamysh,54.9103,64.4319,280.68,68,7,1.34,RU,1714761035
522,hovd,48.0056,91.6419,284.0,27,41,2.98,MN,1714761035
523,grand falls-windsor,48.9332,-55.6649,277.32,94,100,2.68,CA,1714761035
524,langepas,61.2544,75.2124,266.13,88,99,3.26,RU,1714761035
525,aiquile,-18.2041,-65.1807,292.87,56,100,4.35,BO,1714761036
526,conception bay south,47.4999,-52.9981,279.77,92,100,3.6,CA,1714761036
527,debark',13.1561,37.8981,290.98,17,37,1.15,ET,1714761036
528,tual,-5.6667,132.75,301.36,80,100,3.8,ID,1714761036
529,illizi,26.4833,8.4667,308.04,25,98,3.63,DZ,1714761036
530,siracusa,37.0881,15.2792,292.8,50,8,4.64,IT,1714760789
531,villa gesell,-37.2639,-56.973,289.85,43,3,4.49,AR,1714761036
532,kita,13.0349,-9.4895,313.98,8,55,3.29,ML,1714760826
533,choyr,46.3611,108.3611,279.86,57,39,4.43,MN,1714761036
534,city of isabela,6.7085,121.9711,298.18,82,100,1.5,PH,1714761037
535,bamnet narong,15.4992,101.6897,302.16,56,30,6.2,TH,1714761037
536,rolla,37.9514,-91.7713,294.23,82,100,3.09,US,1714761037
537,keelung,25.1283,121.7419,297.09,93,100,3.5,TW,1714761037
538,malya,-2.9833,33.5167,294.17,72,100,1.12,TZ,1714761037
539,madang,-5.2246,145.7966,298.18,92,100,2.01,PG,1714761037
540,kosh-agach,50.0,88.6667,278.88,49,90,2.68,RU,1714761037
541,lusambo,-4.9667,23.45,297.01,65,99,0.44,CD,1714761038
542,cill airne,52.05,-9.5167,282.99,91,99,0.99,IE,1714761038
543,mhamid,29.82,-5.72,302.64,5,0,4.27,MA,1714761038
544,mount pearl,47.5166,-52.7813,279.44,94,100,7.2,CA,1714761038
545,corumba,-19.0092,-57.6533,307.99,58,20,3.09,BR,1714761011
546,tsetserleg,47.475,101.4542,277.53,32,6,1.34,MN,1714761038
547,flying fish cove,-10.4217,105.6791,299.97,83,40,4.63,CX,1714761038
548,porto novo,6.4965,2.6036,302.05,80,100,2.68,BJ,1714761038
549,hassi messaoud,31.6804,6.0729,304.07,14,0,2.57,DZ,1714761038
550,meraux,29.933,-89.9498,296.18,79,100,3.09,US,1714761039
551,midvagur,62.0511,-7.1939,284.61,76,2,9.26,FO,1714761039
552,elko,41.0002,-115.5012,283.28,35,0,0.89,US,1714761039
553,cifteler,39.3831,31.0392,285.41,70,52,3.45,TR,1714761039
554,okha,53.5739,142.9478,272.18,79,26,2.24,RU,1714761039
555,margate,51.3813,1.3862,285.43,76,100,2.68,GB,1714761039
556,dera bugti,29.0307,69.151,303.43,18,57,1.5,PK,1714761039
557,comodoro rivadavia,-45.8667,-67.5,285.07,47,0,9.26,AR,1714760820
558,egilsstadir,65.2653,-14.3948,278.1,87,75,4.63,IS,1714761040
559,pruzhany,52.5567,24.4644,287.22,73,98,3.29,BY,1714761040
560,karabash,55.4808,60.2157,273.06,89,98,1.51,RU,1714761040
561,galliano,29.4422,-90.2992,296.15,88,100,1.54,US,1714761040
562,bijie,27.3125,105.2942,283.64,95,100,1.87,CN,1714761040
563,puerto baquerizo moreno,-0.9,-89.6,302.7,66,20,4.63,EC,1714761040
564,labytnangi,66.6572,66.4183,256.69,91,42,1.77,RU,1714761041
565,baruun-urt,46.6806,113.2792,285.59,29,78,8.3,MN,1714761041
566,curuzu cuatia,-29.7917,-58.0546,288.0,84,100,6.22,AR,1714761041
567,olney,39.1532,-77.0669,298.5,63,0,3.6,US,1714761041
568,bodo,67.28,14.405,280.9,81,75,2.57,NO,1714761041
569,madalena,41.2162,-8.3345,288.57,82,98,4.6,PT,1714761041
570,salida,37.7058,-121.0849,296.54,46,0,6.17,US,1714760834
571,chinde,26.8418,88.0763,291.65,14,86,3.25,NP,1714761041
572,ji'an,27.1172,114.9793,291.65,97,100,1.96,CN,1714761042
573,zima,53.9202,102.0442,280.57,68,100,2.62,RU,1714761042
574,robinson,31.4677,-97.1147,297.33,81,100,4.12,US,1714761042
575,vila do maio,15.1333,-23.2167,300.59,80,0,5.88,CV,1714761042
576,paracuru,-3.41,-39.0306,303.21,85,100,4.52,BR,1714761042
577,denkanikota,12.5333,77.8,299.33,72,100,2.45,IN,1714761042
578,gaspe,48.8334,-64.4819,279.27,87,100,3.09,CA,1714760942
579,kalevala,65.2,31.1667,274.87,73,100,2.24,RU,1714761043
580,churapcha,62.0025,132.4325,274.56,79,100,1.85,RU,1714761043
581,altamira,-3.2033,-52.2064,305.2,70,40,2.57,BR,1714761025
582,lebedyn,50.5852,34.4849,281.97,60,1,4.72,UA,1714761043
583,bel ombre,-4.6167,55.4167,302.06,84,40,3.6,SC,1714761043
584,kalia,23.0396,89.6328,301.56,82,0,3.4,BD,1714761043
585,san rafael,-34.6177,-68.3301,290.34,26,0,3.55,AR,1714760795
